car,battery_capacity,profile,arrival_time_in_minutes,waiting_time_in_minutes,current_battery_level,willingness_to_pay_extra_per_kwh,willingness_to_release,target_battery_level,soc,ocv
Volvo EX30,51000,STANDARD,16754,4,11505,0.04,0.25,29350,0.22558823529411764,3.4208
Tesla Model Y,75000,STANDARD,21403,2,7068,0.29,0.2,25644,0.09424,3.1734
Audi Q4 e-tron,52000,STANDARD,18564,1,14298,0.34,0.36,43097,0.2749615384615385,3.4912
Skoda Enyaq,77000,STANDARD,16554,0,15829,0.03,0.37,74941,0.20557142857142857,3.3865
Audi Q4 e-tron,52000,STANDARD,40086,3,16308,0.19,0.36,42588,0.31361538461538463,3.5293
Audi Q4 e-tron,52000,STANDARD,35275,3,14529,0.1,0.39,41474,0.27940384615384617,3.4956
Volvo EX30,51000,STANDARD,11894,2,8226,0.1,0.25,48111,0.1612941176470588,3.2992
Tesla Model 3,75000,STANDARD,6936,4,11525,0.21,0.39,66990,0.15366666666666667,3.2847
Audi Q4 e-tron,52000,STANDARD,20859,0,5374,0.14,0.39,51118,0.10334615384615385,3.1971
Tesla Model 3,75000,STANDARD,32473,3,11277,0.29,0.23,71477,0.15036,3.2791
Tesla Model Y,75000,STANDARD,16784,1,9580,0.0,0.27,57572,0.12773333333333334,3.2407
Tesla Model 3,75000,STANDARD,36933,3,15090,0.04,0.35,72883,0.2012,3.3779
Skoda Enyaq,77000,STANDARD,13035,4,6485,0.07,0.25,23039,0.08422077922077922,3.1473
Audi Q4 e-tron,52000,STANDARD,25251,2,18613,0.19,0.4,42503,0.35794230769230767,3.573
Skoda Enyaq,77000,STANDARD,35906,4,12891,0.14,0.29,62737,0.1674155844155844,3.3113
Tesla Model Y,75000,STANDARD,13777,1,17965,0.03,0.31,38012,0.23953333333333332,3.4447
Volvo EX30,51000,STANDARD,12647,3,16701,0.29,0.22,49396,0.3274705882352941,3.5424
Skoda Enyaq,77000,STANDARD,31159,1,19392,0.14,0.33,45565,0.25184415584415587,3.4658
Audi Q4 e-tron,52000,STANDARD,32843,3,9136,0.21,0.23,44521,0.1756923076923077,3.3276
Tesla Model Y,75000,STANDARD,9601,4,8427,0.23,0.22,39603,0.11236,3.2147
Skoda Enyaq,77000,STANDARD,32949,1,12087,0.08,0.25,68241,0.15697402597402596,3.2907
Audi Q4 e-tron,52000,STANDARD,32880,2,6488,0.21,0.31,46014,0.12476923076923077,3.2357
Skoda Enyaq,77000,STANDARD,37514,2,19732,0.33,0.36,43583,0.25625974025974024,3.4725
Tesla Model Y,75000,STANDARD,41697,3,10336,0.23,0.32,74337,0.13781333333333334,3.2578
Tesla Model 3,75000,STANDARD,1301,2,12291,0.15,0.24,49559,0.16388,3.3043
Tesla Model Y,75000,STANDARD,41677,3,16973,0.33,0.23,33629,0.22630666666666666,3.422
Audi Q4 e-tron,52000,STANDARD,10649,3,17274,0.1,0.33,43698,0.3321923076923077,3.5468
Skoda Enyaq,77000,STANDARD,41040,0,9195,0.11,0.37,60381,0.11941558441558442,3.2266
Audi Q4 e-tron,52000,STANDARD,39666,3,16624,0.28,0.39,50891,0.3196923076923077,3.535
Volvo EX30,51000,STANDARD,14888,3,12555,0.14,0.21,30903,0.2461764705882353,3.4561
Skoda Enyaq,77000,STANDARD,17188,3,6360,0.08,0.38,46265,0.0825974025974026,3.1431
Volvo EX30,51000,STANDARD,16814,4,8414,0.26,0.35,30258,0.16498039215686275,3.3065
Volvo EX30,51000,STANDARD,19897,3,17014,0.02,0.25,45971,0.3336078431372549,3.5482
Tesla Model 3,75000,STANDARD,16729,0,18505,0.12,0.24,46091,0.24673333333333333,3.457
Skoda Enyaq,77000,STANDARD,3935,0,11732,0.33,0.24,37882,0.15236363636363637,3.2825
Audi Q4 e-tron,52000,STANDARD,116,2,16287,0.14,0.34,39374,0.3132115384615385,3.5289
Volvo EX30,51000,STANDARD,23277,3,9147,0.31,0.34,39481,0.17935294117647058,3.3348
Tesla Model 3,75000,STANDARD,3446,0,9104,0.31,0.36,42625,0.12138666666666667,3.23
Skoda Enyaq,77000,STANDARD,41752,2,12972,0.08,0.34,33644,0.16846753246753246,3.3134
Tesla Model Y,75000,STANDARD,41089,0,5801,0.32,0.3,49303,0.07734666666666666,3.1294
Tesla Model Y,75000,STANDARD,23321,0,11003,0.24,0.24,54955,0.14670666666666668,3.2729
Tesla Model Y,75000,STANDARD,25765,1,6910,0.25,0.38,40177,0.09213333333333333,3.1679
Audi Q4 e-tron,52000,STANDARD,4535,2,19740,0.18,0.39,42799,0.37961538461538463,3.6043
Skoda Enyaq,77000,STANDARD,36686,4,15935,0.12,0.4,68891,0.20694805194805194,3.3888
Tesla Model Y,75000,STANDARD,39713,2,12608,0.1,0.27,55912,0.16810666666666665,3.3127
Tesla Model Y,75000,STANDARD,20246,2,13389,0.35,0.23,49615,0.17852,3.3332
Tesla Model Y,75000,STANDARD,27996,0,13888,0.34,0.36,67793,0.18517333333333333,3.3463
Tesla Model Y,75000,STANDARD,20797,0,11458,0.03,0.38,40968,0.15277333333333334,3.2832
Tesla Model Y,75000,STANDARD,22616,3,10817,0.24,0.37,42741,0.14422666666666667,3.2687
Tesla Model 3,75000,STANDARD,41607,3,5163,0.34,0.23,31872,0.06884,3.1073
Audi Q4 e-tron,52000,STANDARD,8559,1,5573,0.08,0.32,36036,0.10717307692307693,3.2059
Audi Q4 e-tron,52000,STANDARD,29546,1,12732,0.08,0.25,35356,0.24484615384615385,3.4538
Tesla Model Y,75000,STANDARD,28688,0,6477,0.3,0.33,52088,0.08636,3.1529
Tesla Model 3,75000,STANDARD,10810,2,15652,0.05,0.21,72723,0.20869333333333334,3.3918
Audi Q4 e-tron,52000,STANDARD,10734,4,6823,0.01,0.3,35130,0.13121153846153846,3.2466
Tesla Model Y,75000,STANDARD,8904,3,12211,0.01,0.34,53165,0.16281333333333334,3.3022
Audi Q4 e-tron,52000,STANDARD,28675,3,8897,0.18,0.27,40895,0.17109615384615384,3.3186
Audi Q4 e-tron,52000,STANDARD,21046,1,12074,0.32,0.39,35397,0.2321923076923077,3.4321
Skoda Enyaq,77000,STANDARD,40019,3,10576,0.28,0.4,44425,0.13735064935064936,3.257
Volvo EX30,51000,STANDARD,6776,3,9008,0.03,0.36,45453,0.17662745098039215,3.3295
Tesla Model Y,75000,STANDARD,728,3,13009,0.22,0.22,32963,0.17345333333333332,3.3232
Tesla Model Y,75000,STANDARD,33178,2,17811,0.2,0.26,43530,0.23748,3.4412
Tesla Model Y,75000,STANDARD,35812,4,9100,0.11,0.26,56936,0.12133333333333333,3.2299
Skoda Enyaq,77000,STANDARD,13634,1,15379,0.08,0.33,39491,0.19972727272727273,3.375
Tesla Model 3,75000,STANDARD,7983,1,17394,0.33,0.2,48114,0.23192,3.4316
Audi Q4 e-tron,52000,STANDARD,14956,3,12192,0.16,0.3,44367,0.23446153846153847,3.436
Skoda Enyaq,77000,STANDARD,8291,1,9333,0.26,0.37,69930,0.12120779220779221,3.2297
Tesla Model 3,75000,STANDARD,21483,4,16517,0.27,0.26,47927,0.22022666666666665,3.4116
Tesla Model Y,75000,STANDARD,41515,2,6611,0.12,0.37,58020,0.08814666666666666,3.1575
Skoda Enyaq,77000,STANDARD,3459,2,8026,0.11,0.39,46325,0.10423376623376623,3.1994
Volvo EX30,51000,STANDARD,25155,1,16136,0.05,0.36,42187,0.3163921568627451,3.5319
Volvo EX30,51000,STANDARD,10638,1,7865,0.0,0.24,29246,0.1542156862745098,3.2857
Tesla Model Y,75000,STANDARD,25036,3,16552,0.22,0.33,53661,0.22069333333333332,3.4124
Skoda Enyaq,77000,STANDARD,10776,4,19503,0.2,0.24,36150,0.2532857142857143,3.4683
Tesla Model Y,75000,STANDARD,21618,3,5640,0.19,0.38,40463,0.0752,3.1239
Skoda Enyaq,77000,STANDARD,55,0,18288,0.2,0.33,42454,0.2375064935064935,3.4412
Tesla Model Y,75000,STANDARD,6240,0,9927,0.2,0.21,57795,0.13236,3.2486
Skoda Enyaq,77000,STANDARD,12987,2,15737,0.31,0.29,48451,0.20437662337662338,3.3842
Skoda Enyaq,77000,STANDARD,27043,0,16802,0.05,0.34,35223,0.2182077922077922,3.4081
Volvo EX30,51000,STANDARD,7613,3,8703,0.24,0.39,39631,0.1706470588235294,3.3177
Skoda Enyaq,77000,STANDARD,29047,2,9935,0.03,0.32,43839,0.12902597402597402,3.2429
Skoda Enyaq,77000,STANDARD,2550,2,13526,0.18,0.34,50515,0.17566233766233766,3.3276
Skoda Enyaq,77000,STANDARD,15192,0,8167,0.35,0.22,55738,0.10606493506493507,3.204
Audi Q4 e-tron,52000,STANDARD,8303,4,11636,0.04,0.37,31095,0.22376923076923078,3.4177
Skoda Enyaq,77000,STANDARD,978,3,7559,0.28,0.35,26972,0.09816883116883117,3.1836
Volvo EX30,51000,STANDARD,2618,4,18674,0.01,0.36,50072,0.36615686274509807,3.5849
Tesla Model Y,75000,STANDARD,1487,1,15830,0.33,0.38,30894,0.21106666666666668,3.3959
Skoda Enyaq,77000,STANDARD,30773,3,16633,0.28,0.32,31830,0.21601298701298702,3.4044
Skoda Enyaq,77000,STANDARD,6901,3,12431,0.04,0.4,45461,0.16144155844155844,3.2995
Tesla Model Y,75000,STANDARD,24371,3,14403,0.31,0.26,49796,0.19204,3.3599
Volvo EX30,51000,STANDARD,37383,1,14149,0.29,0.29,40952,0.2774313725490196,3.4936
Tesla Model Y,75000,STANDARD,3644,0,7450,0.14,0.34,64492,0.09933333333333333,3.1866
Audi Q4 e-tron,52000,STANDARD,39045,3,18609,0.18,0.35,43906,0.35786538461538464,3.5729
Audi Q4 e-tron,52000,STANDARD,40181,3,10716,0.03,0.27,30500,0.20607692307692307,3.3873
Tesla Model Y,75000,STANDARD,20614,4,10288,0.23,0.37,34514,0.13717333333333334,3.2567
Tesla Model Y,75000,STANDARD,7012,3,15954,0.26,0.29,49443,0.21272,3.3987
Tesla Model 3,75000,STANDARD,30036,4,15783,0.23,0.36,67642,0.21044,3.3948
Skoda Enyaq,77000,STANDARD,3263,0,8042,0.23,0.35,40480,0.10444155844155845,3.1999
Tesla Model Y,75000,STANDARD,3471,3,19042,0.25,0.25,56619,0.25389333333333336,3.4693
Tesla Model Y,75000,STANDARD,23663,2,12391,0.19,0.3,59009,0.16521333333333332,3.307
Tesla Model 3,75000,STANDARD,8098,1,18843,0.2,0.33,60098,0.25124,3.4648
Skoda Enyaq,77000,STANDARD,31144,2,5263,0.21,0.29,50301,0.06835064935064936,3.106
Tesla Model Y,75000,STANDARD,7768,1,13926,0.22,0.29,37828,0.18568,3.3473
Tesla Model 3,75000,STANDARD,13601,1,6845,0.35,0.31,39726,0.09126666666666666,3.1656
Skoda Enyaq,77000,STANDARD,11254,2,12296,0.26,0.34,30947,0.15968831168831168,3.2961
Tesla Model Y,75000,STANDARD,40486,3,10861,0.24,0.29,57276,0.14481333333333332,3.2697
Tesla Model Y,75000,STANDARD,2324,4,15721,0.31,0.22,60926,0.20961333333333335,3.3934
Audi Q4 e-tron,52000,STANDARD,38195,1,6122,0.33,0.25,26596,0.11773076923076924,3.2238
Skoda Enyaq,77000,STANDARD,28145,2,13293,0.12,0.23,40686,0.17263636363636364,3.3216
Tesla Model Y,75000,STANDARD,42805,1,6814,0.23,0.28,27087,0.09085333333333333,3.1646
Skoda Enyaq,77000,STANDARD,22616,1,7633,0.23,0.22,55573,0.09912987012987012,3.1861
Skoda Enyaq,77000,STANDARD,4284,2,11954,0.02,0.33,45900,0.15524675324675324,3.2874
Skoda Enyaq,77000,STANDARD,25414,3,7273,0.16,0.4,74024,0.09445454545454546,3.1739
Tesla Model Y,75000,STANDARD,12578,3,10282,0.19,0.37,37469,0.13709333333333334,3.2566
Volvo EX30,51000,STANDARD,31010,0,10527,0.08,0.3,36257,0.20641176470588235,3.3879
Volvo EX30,51000,STANDARD,31172,0,7810,0.15,0.32,50943,0.15313725490196078,3.2838
Volvo EX30,51000,STANDARD,13805,1,11416,0.23,0.26,26797,0.22384313725490196,3.4178
Audi Q4 e-tron,52000,STANDARD,36076,2,14931,0.14,0.28,30823,0.2871346153846154,3.5033
Tesla Model Y,75000,STANDARD,16958,1,13791,0.01,0.31,36759,0.18388,3.3438
Volvo EX30,51000,STANDARD,11224,0,12729,0.22,0.27,50080,0.24958823529411764,3.4619
Tesla Model Y,75000,STANDARD,6301,0,5650,0.15,0.37,62415,0.07533333333333334,3.1242
Audi Q4 e-tron,52000,STANDARD,22472,2,8983,0.14,0.38,38661,0.17275,3.3218
Tesla Model Y,75000,STANDARD,29906,0,6315,0.02,0.24,50669,0.0842,3.1473
Tesla Model Y,75000,STANDARD,590,1,5208,0.27,0.4,68304,0.06944,3.1089
Volvo EX30,51000,STANDARD,382,0,9247,0.25,0.27,41780,0.1813137254901961,3.3387
Audi Q4 e-tron,52000,STANDARD,36246,0,17392,0.28,0.31,49627,0.3344615384615385,3.549
Tesla Model Y,75000,STANDARD,7208,3,14084,0.2,0.23,52677,0.18778666666666666,3.3515
Audi Q4 e-tron,52000,STANDARD,5103,3,9533,0.26,0.39,43226,0.18332692307692308,3.3427
Tesla Model Y,75000,STANDARD,22241,4,9829,0.19,0.37,34386,0.13105333333333333,3.2464
Tesla Model Y,75000,STANDARD,29629,0,13639,0.12,0.32,59760,0.18185333333333334,3.3398
Tesla Model Y,75000,STANDARD,5407,3,11070,0.27,0.27,66599,0.1476,3.2744
Volvo EX30,51000,STANDARD,29483,2,12928,0.09,0.25,36266,0.2534901960784314,3.4686
Tesla Model Y,75000,STANDARD,30746,1,13715,0.1,0.39,44654,0.18286666666666668,3.3418
Tesla Model Y,75000,STANDARD,42659,0,19190,0.04,0.33,66144,0.2558666666666667,3.4721
Audi Q4 e-tron,52000,STANDARD,41185,0,8888,0.33,0.25,34997,0.17092307692307693,3.3182
Tesla Model Y,75000,STANDARD,7783,0,11765,0.33,0.37,50088,0.15686666666666665,3.2905
Audi Q4 e-tron,52000,STANDARD,26452,0,11813,0.2,0.31,41611,0.22717307692307692,3.4235
Skoda Enyaq,77000,STANDARD,3228,1,6434,0.29,0.39,69190,0.08355844155844155,3.1456
Volvo EX30,51000,STANDARD,10119,3,17184,0.18,0.26,33784,0.33694117647058824,3.5513
Tesla Model Y,75000,STANDARD,1692,4,14689,0.12,0.22,61076,0.19585333333333332,3.3674
Audi Q4 e-tron,52000,STANDARD,17992,1,17207,0.27,0.39,49752,0.33090384615384616,3.5456
Tesla Model Y,75000,STANDARD,9232,0,14122,0.03,0.39,66113,0.18829333333333334,3.3525
Tesla Model 3,75000,STANDARD,29352,3,5986,0.09,0.24,69271,0.07981333333333333,3.1359
Audi Q4 e-tron,52000,STANDARD,1526,3,6386,0.14,0.25,28260,0.12280769230769231,3.2324
Tesla Model Y,75000,STANDARD,6577,1,11085,0.0,0.31,31431,0.1478,3.2748
Tesla Model Y,75000,STANDARD,21245,1,5278,0.07,0.23,74136,0.07037333333333333,3.1113
Audi Q4 e-tron,52000,STANDARD,26181,0,12979,0.3,0.2,42364,0.24959615384615386,3.4619
Tesla Model Y,75000,STANDARD,16320,2,16880,0.3,0.26,59413,0.22506666666666666,3.4199
Skoda Enyaq,77000,STANDARD,36313,3,14348,0.22,0.39,67043,0.18633766233766233,3.3486
Skoda Enyaq,77000,STANDARD,16265,2,5476,0.15,0.26,32697,0.07111688311688312,3.1132
Tesla Model Y,75000,STANDARD,31801,0,16744,0.19,0.4,39261,0.22325333333333333,3.4168
Tesla Model 3,75000,STANDARD,10297,1,10734,0.28,0.34,57215,0.14312,3.2668
Volvo EX30,51000,STANDARD,39396,4,5133,0.1,0.3,31918,0.10064705882352941,3.19
Volvo EX30,51000,STANDARD,13699,4,6186,0.19,0.28,35481,0.12129411764705883,3.2298
Tesla Model 3,75000,STANDARD,18160,2,16110,0.04,0.38,37939,0.2148,3.4023
Tesla Model Y,75000,STANDARD,35347,0,10650,0.14,0.36,63959,0.142,3.2649
Audi Q4 e-tron,52000,STANDARD,24571,3,5607,0.03,0.34,31717,0.10782692307692307,3.207
Tesla Model Y,75000,STANDARD,7249,1,15081,0.27,0.21,42813,0.20108,3.3777
Skoda Enyaq,77000,STANDARD,19492,3,10034,0.34,0.23,42760,0.13031168831168832,3.2451
Skoda Enyaq,77000,STANDARD,24788,2,13298,0.18,0.26,58357,0.1727012987012987,3.3217
Volvo EX30,51000,STANDARD,4201,2,14408,0.05,0.28,39300,0.2825098039215686,3.4987
Skoda Enyaq,77000,STANDARD,36255,2,18644,0.11,0.35,47143,0.24212987012987014,3.4491
Volvo EX30,51000,STANDARD,34805,2,11620,0.24,0.24,35248,0.22784313725490196,3.4246
Tesla Model Y,75000,STANDARD,26621,2,14920,0.14,0.34,70053,0.19893333333333332,3.3734
Skoda Enyaq,77000,STANDARD,3834,1,5163,0.15,0.29,31124,0.06705194805194806,3.1027
Audi Q4 e-tron,52000,STANDARD,24616,1,18795,0.25,0.35,45697,0.3614423076923077,3.578
Audi Q4 e-tron,52000,STANDARD,22457,1,8286,0.15,0.25,35545,0.15934615384615386,3.2954
Tesla Model Y,75000,STANDARD,29439,4,19122,0.16,0.37,35915,0.25496,3.4711
Volvo EX30,51000,STANDARD,36613,4,10654,0.05,0.2,50841,0.20890196078431372,3.3922
Tesla Model Y,75000,STANDARD,19581,4,13502,0.14,0.23,36065,0.18002666666666667,3.3362
Tesla Model Y,75000,STANDARD,6772,0,6026,0.34,0.22,21996,0.08034666666666666,3.1372
Volvo EX30,51000,STANDARD,39001,3,12129,0.05,0.37,48300,0.2378235294117647,3.4418
Skoda Enyaq,77000,STANDARD,25484,2,19206,0.06,0.39,36407,0.24942857142857142,3.4616
Tesla Model Y,75000,STANDARD,16777,4,18391,0.09,0.38,56926,0.24521333333333334,3.4544
Tesla Model Y,75000,STANDARD,1541,0,12069,0.09,0.34,27397,0.16092,3.2985
Skoda Enyaq,77000,STANDARD,20892,0,15226,0.05,0.21,69942,0.19774025974025974,3.3711
Tesla Model Y,75000,STANDARD,41255,3,8186,0.23,0.35,56890,0.10914666666666667,3.2092
Volvo EX30,51000,STANDARD,10401,3,6421,0.13,0.32,31945,0.12590196078431373,3.2376
Skoda Enyaq,77000,STANDARD,13245,0,16664,0.06,0.37,33062,0.21641558441558442,3.4051
Tesla Model 3,75000,STANDARD,25543,4,18874,0.28,0.31,46210,0.25165333333333334,3.4655
Tesla Model Y,75000,STANDARD,4137,3,17736,0.08,0.32,41898,0.23648,3.4395
Tesla Model Y,75000,STANDARD,17786,2,18683,0.11,0.31,36698,0.24910666666666667,3.4611
Skoda Enyaq,77000,STANDARD,17079,4,16831,0.02,0.31,66217,0.21858441558441558,3.4088
Skoda Enyaq,77000,STANDARD,22701,0,15207,0.2,0.34,68486,0.1974935064935065,3.3706
Volvo EX30,51000,STANDARD,6446,2,15135,0.26,0.2,40937,0.29676470588235293,3.513
Tesla Model Y,75000,STANDARD,6324,3,7651,0.27,0.32,67385,0.10201333333333333,3.1936
Tesla Model Y,75000,STANDARD,2440,0,7942,0.24,0.32,41547,0.10589333333333334,3.2037
Tesla Model Y,75000,STANDARD,40557,2,5861,0.01,0.36,74511,0.07814666666666667,3.1315
Volvo EX30,51000,STANDARD,19556,0,14008,0.21,0.3,40812,0.27466666666666667,3.4909
Tesla Model Y,75000,STANDARD,17423,2,16359,0.11,0.22,69874,0.21812,3.408
Volvo EX30,51000,STANDARD,30795,4,7684,0.22,0.39,45275,0.15066666666666667,3.2796
Volvo EX30,51000,STANDARD,26598,4,7831,0.18,0.23,36834,0.15354901960784315,3.2845
Tesla Model Y,75000,STANDARD,38035,1,15983,0.11,0.26,52434,0.21310666666666667,3.3994
Tesla Model Y,75000,STANDARD,20057,2,5686,0.22,0.23,28760,0.07581333333333333,3.1255
Volvo EX30,51000,STANDARD,22335,1,10917,0.23,0.25,27268,0.21405882352941177,3.401
Tesla Model 3,75000,STANDARD,14138,0,9468,0.13,0.3,26076,0.12624,3.2382
Skoda Enyaq,77000,STANDARD,32406,2,10069,0.3,0.32,34654,0.13076623376623375,3.2459
Volvo EX30,51000,STANDARD,25228,4,5957,0.29,0.38,47720,0.11680392156862746,3.2222
Tesla Model Y,75000,STANDARD,13880,0,19782,0.26,0.39,49472,0.26376,3.48
Skoda Enyaq,77000,STANDARD,17249,0,5322,0.32,0.32,63979,0.06911688311688312,3.108
Tesla Model Y,75000,STANDARD,29532,1,15892,0.35,0.28,38836,0.21189333333333332,3.3973
Tesla Model Y,75000,STANDARD,22900,2,5987,0.33,0.38,37548,0.07982666666666667,3.1359
Audi Q4 e-tron,52000,STANDARD,14207,4,18164,0.07,0.29,40933,0.3493076923076923,3.563
Tesla Model Y,75000,STANDARD,12071,1,15721,0.24,0.34,72265,0.20961333333333335,3.3934
Tesla Model Y,75000,STANDARD,42448,2,11933,0.15,0.37,49988,0.15910666666666667,3.2949
Skoda Enyaq,77000,STANDARD,16758,2,10164,0.06,0.21,49131,0.132,3.248
Tesla Model Y,75000,STANDARD,26528,3,10001,0.01,0.27,31769,0.13334666666666667,3.2503
Tesla Model Y,75000,STANDARD,24045,1,8441,0.03,0.26,50139,0.11254666666666667,3.215
Tesla Model Y,75000,STANDARD,18097,3,8359,0.24,0.38,26681,0.11145333333333333,3.2131
Skoda Enyaq,77000,STANDARD,29042,1,19233,0.13,0.34,46024,0.24977922077922077,3.4623
Tesla Model 3,75000,STANDARD,37019,1,15257,0.07,0.27,72732,0.20342666666666667,3.3823
Audi Q4 e-tron,52000,STANDARD,32203,0,12323,0.19,0.36,33343,0.23698076923076922,3.4403
Skoda Enyaq,77000,STANDARD,27421,2,15055,0.3,0.21,38405,0.1955194805194805,3.3667
Skoda Enyaq,77000,STANDARD,19601,2,17080,0.07,0.38,76608,0.22181818181818183,3.4143
Audi Q4 e-tron,52000,STANDARD,32765,3,18543,0.09,0.28,35142,0.35659615384615384,3.571
Tesla Model Y,75000,STANDARD,39283,1,13750,0.24,0.36,42029,0.18333333333333332,3.3427
Volvo EX30,51000,STANDARD,23242,1,12335,0.25,0.26,44762,0.2418627450980392,3.4487
Tesla Model Y,75000,STANDARD,19542,2,5551,0.28,0.31,66901,0.07401333333333333,3.1208
Skoda Enyaq,77000,STANDARD,1066,1,19123,0.21,0.3,57892,0.24835064935064935,3.4598
Audi Q4 e-tron,52000,STANDARD,3702,1,8072,0.05,0.23,23409,0.15523076923076923,3.2874
Tesla Model 3,75000,STANDARD,23287,0,14678,0.29,0.22,38427,0.19570666666666667,3.3671
Tesla Model Y,75000,STANDARD,20687,0,18371,0.28,0.31,58237,0.24494666666666667,3.454
Skoda Enyaq,77000,STANDARD,22652,1,17716,0.21,0.25,51890,0.23007792207792208,3.4285
Skoda Enyaq,77000,STANDARD,18689,0,13731,0.14,0.3,30149,0.17832467532467533,3.3328
Tesla Model Y,75000,STANDARD,12328,1,16597,0.12,0.2,69633,0.22129333333333334,3.4134
Tesla Model Y,75000,STANDARD,9846,4,11765,0.04,0.28,51635,0.15686666666666665,3.2905
Tesla Model Y,75000,STANDARD,16898,4,19525,0.19,0.21,71969,0.26033333333333336,3.4765
Tesla Model 3,75000,STANDARD,17353,1,17768,0.12,0.32,37343,0.23690666666666665,3.4402
Volvo EX30,51000,STANDARD,14215,1,19421,0.33,0.31,34610,0.38080392156862747,3.606
Audi Q4 e-tron,52000,STANDARD,30012,1,9622,0.13,0.23,51339,0.18503846153846154,3.346
Audi Q4 e-tron,52000,STANDARD,36659,1,7947,0.07,0.39,48088,0.15282692307692308,3.2833
Volvo EX30,51000,STANDARD,31190,4,19969,0.32,0.32,50029,0.39154901960784316,3.6216
Tesla Model Y,75000,STANDARD,27996,0,8853,0.11,0.28,52146,0.11804,3.2243
Skoda Enyaq,77000,STANDARD,27911,0,5175,0.07,0.27,38971,0.0672077922077922,3.1031
Tesla Model Y,75000,STANDARD,1085,0,16445,0.05,0.38,56308,0.21926666666666667,3.4099
Tesla Model Y,75000,STANDARD,35410,1,17472,0.21,0.35,57242,0.23296,3.4334
Skoda Enyaq,77000,STANDARD,36634,3,10813,0.1,0.3,48379,0.14042857142857143,3.2623
Volvo EX30,51000,STANDARD,26440,2,11964,0.27,0.33,46224,0.23458823529411765,3.4362
Tesla Model Y,75000,STANDARD,24530,4,8587,0.11,0.24,39039,0.11449333333333334,3.2183
Volvo EX30,51000,STANDARD,36814,1,16424,0.18,0.38,39606,0.3220392156862745,3.5373
Volvo EX30,51000,STANDARD,28376,1,8062,0.25,0.36,25980,0.158078431372549,3.2929
Skoda Enyaq,77000,STANDARD,5394,3,16199,0.32,0.34,64495,0.21037662337662338,3.3947
Tesla Model Y,75000,STANDARD,5174,0,8387,0.31,0.33,74002,0.11182666666666667,3.2138
Tesla Model Y,75000,STANDARD,9309,1,14667,0.27,0.36,32812,0.19556,3.3668
Tesla Model Y,75000,STANDARD,27141,1,6876,0.24,0.38,33702,0.09168,3.1667
Skoda Enyaq,77000,STANDARD,5385,0,13205,0.12,0.2,65651,0.1714935064935065,3.3193
Volvo EX30,51000,STANDARD,5692,4,9649,0.12,0.2,50218,0.18919607843137254,3.3542
Audi Q4 e-tron,52000,STANDARD,28488,3,18943,0.05,0.29,36256,0.36428846153846156,3.5822
Tesla Model Y,75000,STANDARD,118,2,8042,0.01,0.23,38826,0.10722666666666666,3.206
Tesla Model Y,75000,STANDARD,10086,0,18173,0.31,0.3,44049,0.24230666666666667,3.4494
Tesla Model Y,75000,STANDARD,27983,0,14279,0.31,0.31,41309,0.19038666666666668,3.3566
Tesla Model Y,75000,STANDARD,14897,1,8329,0.07,0.31,49151,0.11105333333333334,3.2124
Tesla Model Y,75000,STANDARD,39323,3,6548,0.11,0.23,66943,0.08730666666666667,3.1553
Tesla Model Y,75000,STANDARD,9703,2,14507,0.28,0.33,45630,0.19342666666666666,3.3626
Tesla Model Y,75000,STANDARD,3784,0,18457,0.14,0.35,72663,0.24609333333333333,3.4559
Tesla Model Y,75000,STANDARD,17887,2,15212,0.06,0.38,50368,0.20282666666666666,3.3811
Volvo EX30,51000,STANDARD,4928,3,12710,0.14,0.34,29216,0.2492156862745098,3.4613
Volvo EX30,51000,STANDARD,19520,2,12936,0.17,0.3,29286,0.2536470588235294,3.4689
Volvo EX30,51000,STANDARD,6799,4,7360,0.31,0.35,26449,0.14431372549019608,3.2689
Skoda Enyaq,77000,STANDARD,13681,1,11221,0.26,0.28,28529,0.14572727272727273,3.2713
Tesla Model Y,75000,STANDARD,20369,4,17219,0.05,0.31,32766,0.22958666666666666,3.4276
Volvo EX30,51000,STANDARD,42352,1,13290,0.02,0.3,49436,0.2605882352941176,3.4768
Tesla Model Y,75000,STANDARD,30242,3,17286,0.1,0.33,48996,0.23048,3.4292
Volvo EX30,51000,STANDARD,9210,1,16833,0.11,0.35,32207,0.33005882352941174,3.5448
Skoda Enyaq,77000,STANDARD,14962,3,11827,0.13,0.22,29586,0.1535974025974026,3.2846
Tesla Model 3,75000,STANDARD,13268,3,10893,0.32,0.36,27907,0.14524,3.2704
Volvo EX30,51000,STANDARD,35686,4,13396,0.32,0.35,41109,0.26266666666666666,3.4789
Volvo EX30,51000,STANDARD,31113,4,5453,0.09,0.36,42048,0.10692156862745097,3.2054
Tesla Model Y,75000,STANDARD,18401,2,14668,0.15,0.26,49220,0.19557333333333332,3.3668
Audi Q4 e-tron,52000,STANDARD,20849,1,11039,0.19,0.21,51020,0.21228846153846154,3.398
Audi Q4 e-tron,52000,STANDARD,32471,3,7580,0.25,0.32,51221,0.14576923076923076,3.2713
Tesla Model 3,75000,STANDARD,24095,3,14450,0.18,0.36,72143,0.19266666666666668,3.3611
Volvo EX30,51000,STANDARD,9802,2,18024,0.11,0.29,35785,0.35341176470588237,3.5669
Tesla Model 3,75000,STANDARD,4051,2,5901,0.23,0.21,64732,0.07868,3.1329
